 Name,Mass (MJ),Radius (RJ),Period (days),Semi-major axis (AU),Temp. (K),Discovery method,Discovery Year,Distance (ly),Host star mass (M☉),Host star temp. (K),Remarks,Mass Category,Period Category,Distance Category,Radius Category,Star Temp Category,IS Habbitable
HD 73526 c,2.250,1.166,379.100,1.030,1442.00,Radial Velocity,2005,318.050,1.140,5601,None,Giant,Long,Mid-Range,Medium,Sun-like,0
HD 81040 b,7.270,1.166,1001.700,1.940,1442.00,Radial Velocity,2005,112.430,1.050,5755,None,Giant,Long,Mid-Range,Medium,Sun-like,0
HD 93083 b,0.370,1.166,143.580,0.477,1442.00,Radial Velocity,2005,93.090,0.700,4995,Proper name Melquíades,Medium,Long,Nearby,Medium,Sun-like,0
HD 99109 b,0.440,1.166,439.300,1.110,1442.00,Radial Velocity,2005,179.000,0.760,5282,Proper name Perwana,Medium,Long,Mid-Range,Medium,Sun-like,0
HIP 14810 b,3.900,1.166,6.674,0.070,1442.00,Radial Velocity,2005,164.880,1.010,5544,None,Giant,Ultra Short,Mid-Range,Medium,Sun-like,0
OGLE-2005-BLG-071Lb,3.800,1.166,232.300,3.600,55.00,Microlensing,2005,10400.000,0.460,5601,None,Giant,Long,Far,Medium,Sun-like,0
OGLE-2005-BLG-390Lb,0.017,1.166,3285.000,2.600,50.00,Microlensing,2005,22000.000,0.220,5601,None,Small,Long,Far,Medium,Sun-like,0
24 Boötis b,0.910,1.166,30.351,0.190,1442.00,Radial Velocity,2006,313.900,0.990,4893,None,Medium,Short,Mid-Range,Medium,Sun-like,0
24 Sextantis b,1.990,1.166,452.800,1.333,1442.00,Radial Velocity,2006,235.530,1.540,5098,None,Giant,Long,Mid-Range,Medium,Sun-like,0
24 Sextantis c,0.860,1.166,883.000,2.080,1442.00,Radial Velocity,2006,235.530,1.540,5098,None,Medium,Long,Mid-Range,Medium,Sun-like,0
29 Cygni b,13.900,1.166,232.300,16.900,1442.00,Imaging,2006,130.900,2.140,8790,Host star also known as HIP 99770,Giant,Long,Mid-Range,Medium,Hot,0
2MASS J01225093-2439505 b,24.500,1.166,232.300,52.000,1442.00,Imaging,2006,120.000,0.400,3530,None,Giant,Long,Mid-Range,Medium,Cool,0
2MASS J02192210-3925225 b,13.900,1.440,232.300,156.000,1442.00,Imaging,2006,129.000,0.110,3064,None,Giant,Long,Mid-Range,Medium,Cool,0
2MASS J04414489+2301513 b,7.500,1.166,232.300,15.000,1442.00,Imaging,2006,456.630,0.020,5601,None,Giant,Long,Mid-Range,Medium,Sun-like,0
2MASS J1119-1137,10.000,1.166,32872.500,3.600,1442.00,Imaging,2006,86.000,1.080,5601,Pair of Rogue planets,Giant,Long,Nearby,Medium,Sun-like,0
2MASS J1155-7919 b,10.000,1.166,232.300,582.000,1442.00,Imaging,2006,330.000,1.080,5601,Very young Super-Jupiter on unusually wide orbit.,Giant,Long,Mid-Range,Medium,Sun-like,0
2MASS J22362452+4751425 b,12.500,1.166,232.300,230.000,1442.00,Imaging,2006,240.000,0.600,4045,member of AB Doradus moving group,Giant,Long,Mid-Range,Medium,Sun-like,0
4 Ursae Majoris b,7.100,1.166,269.300,0.870,1442.00,Radial Velocity,2006,239.990,1.230,4415,None,Giant,Long,Mid-Range,Medium,Sun-like,0
40 Eridani Ab,0.027,1.166,42.378,0.219,1442.00,Radial Velocity,2006,16.426,0.780,5072,None,Small,Short,Nearby,Medium,Sun-like,0
51 Eridani b,2.000,1.166,232.300,13.200,700.00,Imaging,2006,96.000,1.750,7331,None,Giant,Long,Nearby,Medium,Hot,0
7 Canis Majoris b,1.850,1.166,735.100,1.758,1442.00,Radial Velocity,2006,64.650,1.340,4826,None,Giant,Long,Nearby,Medium,Sun-like,0
7 Canis Majoris c,0.870,1.166,996.000,2.153,1442.00,Radial Velocity,2006,64.600,1.340,4826,None,Medium,Long,Nearby,Medium,Sun-like,0
75 Ceti b,3.000,1.166,691.900,2.100,1442.00,Radial Velocity,2006,266.000,2.490,4846,None,Giant,Long,Mid-Range,Medium,Sun-like,0
8 Ursae Minoris b,1.500,1.166,93.400,0.490,1442.00,Radial Velocity,2006,519.000,1.800,4847.4,Proper name Halla,Giant,Short,Far,Medium,Sun-like,0
82 G. Eridani b,0.009,1.166,18.315,0.121,660.00,Radial Velocity,2006,19.570,0.700,5401,None,Small,Short,Nearby,Medium,Sun-like,0
82 G. Eridani c,0.008,1.166,40.114,0.204,508.00,Radial Velocity,2006,19.570,0.700,5401,None,Small,Short,Nearby,Medium,Sun-like,0
82 G. Eridani d,0.015,1.166,90.309,0.350,388.00,Radial Velocity,2006,19.570,0.700,5401,None,Small,Short,Nearby,Medium,Sun-like,0
AF Lep b,3.200,1.166,8030.000,8.400,1400.00,Imaging,2006,87.594,1.200,6130,None,Giant,Long,Nearby,Medium,Hot,0
Aldebaran b,6.470,1.166,628.960,1.460,1442.00,Radial Velocity,2006,66.600,1.130,4055,Confirmed in 2015 but disputed in 2019,Giant,Long,Nearby,Medium,Sun-like,0
Alpha Arietis b,1.800,1.166,380.800,1.200,1442.00,Radial Velocity,2006,65.920,1.500,4553,None,Giant,Long,Nearby,Medium,Sun-like,0
AU Microscopii b,0.180,0.375,8.463,0.066,1442.00,Transit,2006,32.300,0.310,3500,None,Medium,Ultra Short,Nearby,Small,Cool,0
AU Microscopii c,<0.087,0.320,18.859,0.110,454.00,Transit,2006,31.700,0.500,3700,Precise radial velocities of giant stars,Giant,Short,Nearby,Small,Cool,0
Barnard's Star b,0.010,0.122,232.800,0.404,105.00,Radial Velocity,2006,6.000,0.144,3134,None,Small,Long,Nearby,Small,Cool,0
BD-11 4672 b,0.600,1.166,1634.000,2.360,1442.00,Radial Velocity,2006,88.600,0.571,4475,None,Medium,Long,Nearby,Medium,Sun-like,0
BD-11 4672 c,0.048,1.166,74.200,0.300,1442.00,Radial Velocity,2006,88.630,0.651,4550,"Habitable zone, highly eccentric orbit.",Small,Short,Nearby,Medium,Sun-like,0
BD-210397 b,0.700,1.166,1891.000,2.630,1442.00,Radial Velocity,2006,77.405,0.679,4051,None,Medium,Long,Nearby,Medium,Sun-like,0
BD-210397 c,2.400,1.166,6360.000,5.900,1442.00,Radial Velocity,2006,77.405,0.679,4051,None,Giant,Long,Nearby,Medium,Sun-like,0
BD+03 2562 b,6.400,1.166,481.900,1.300,1442.00,Radial Velocity,2006,8540.000,1.140,4095,None,Giant,Long,Far,Medium,Sun-like,0
BD+15 2375 b,1.061,1.166,153.220,0.576,1442.00,Radial Velocity,2006,2520.000,1.080,4649,None,Giant,Long,Far,Medium,Sun-like,0
BD+15 2940 b,1.110,1.166,137.480,0.539,1442.00,Radial Velocity,2006,572.200,1.100,4796,None,Giant,Long,Far,Medium,Sun-like,0
BD+20 274 b,4.200,1.166,578.200,1.300,1442.00,Radial Velocity,2006,4500.000,0.800,4296,None,Giant,Long,Far,Medium,Sun-like,0
BD+20 594 b,0.051,0.199,41.686,0.241,386.00,Transit,2006,496.000,0.960,5766,Unusually high density planet,Small,Short,Mid-Range,Small,Sun-like,0
BD+48 738 b,0.910,1.166,392.600,1.000,1442.00,Radial Velocity,2006,2910.000,0.740,4414,None,Medium,Long,Far,Medium,Sun-like,0
BD+48 740 b,1.700,1.166,733.000,1.700,1442.00,Radial Velocity,2006,2214.000,1.090,4534,Confirmed in 2018.,Giant,Long,Far,Medium,Sun-like,0
BD+49 828 b,1.600,1.166,2590.000,4.200,1442.00,Radial Velocity,2006,1460.000,1.520,4943,None,Giant,Long,Far,Medium,Sun-like,0
Beta Cancri b,7.800,1.166,605.200,1.700,1442.00,Radial Velocity,2006,290.400,1.700,4092.1,None,Giant,Long,Mid-Range,Medium,Sun-like,0
Beta Pictoris c,9.000,1.166,1200.000,2.700,1442.00,Radial Velocity,2006,64.430,1.760,5601,None,Giant,Long,Nearby,Medium,Sun-like,0
Beta Ursae Minoris b,6.100,1.166,522.300,1.400,1442.00,Radial Velocity,2006,126.500,1.400,4126,None,Giant,Long,Mid-Range,Medium,Sun-like,0
Candidate 1,0.062,0.301,232.300,1442.000,1442.00,Imaging,2006,4.370,1.080,Imaged near Alpha Centauri A,HD 13808 b,Small,Long,Nearby,Small,Hot,0
CD Ceti b [es],0.012,1.166,2.291,0.019,464.00,Radial Velocity,2006,28.070,0.161,3130,None,Small,Ultra Short,Nearby,Medium,Cool,0
CFBDSIR J145829+101343 b,10.500,1.166,10037.500,2.600,370.00,Imaging,2006,75.340,0.020,580,Likely brown dwarf,Giant,Long,Nearby,Medium,Cool,0
CFHTWIR-Oph 98 B,7.800,1.860,232.300,200.000,1800.00,Imaging,2006,447.000,0.015,2320,Very young superjovian planet orbiting a brown dwarf known as 2MASS J16274422-2358521,Giant,Long,Mid-Range,Large,Cool,0
Chi Scorpii b,4.320,1.166,573.400,1.450,1442.00,Radial Velocity,2006,408.000,1.090,4157,Giant star host,Giant,Long,Mid-Range,Medium,Sun-like,0
CHXR 73 b,12.569,1.166,232.300,210.000,1442.00,Imaging,2006,623.140,0.350,5601,None,Giant,Long,Far,Medium,Sun-like,0
CI Tauri b,11.600,1.166,8.989,1442.000,1442.00,Radial Velocity,2006,515.000,0.800,5601,Possibly other planets on same orbit,Giant,Ultra Short,Far,Medium,Sun-like,0
COCONUTS-2b,6.300,1.166,400000000.000,7506.000,434.00,Imaging,2006,35.600,0.370,3406,"Planet also catalogued as WISEPA J075108.79−763449.6, planet in 2021, also planet with the longest orbital period",Giant,Long,Nearby,Medium,Cool,0
CoRoT-10b,2.750,0.970,13.241,0.106,600.00,Transit,2006,1125.000,0.890,5075,None,Giant,Short,Far,Medium,Sun-like,0
CoRoT-11b,2.330,1.430,2.994,0.044,1657.00,Transit,2006,1827.000,1.270,6440,None,Giant,Ultra Short,Far,Medium,Hot,0
CoRoT-12b,0.917,1.440,2.828,0.040,1442.00,Transit,2006,3751.000,1.080,5675,None,Medium,Ultra Short,Far,Medium,Sun-like,0
CoRoT-13b,1.308,0.885,4.035,0.051,1700.00,Transit,2006,3457.000,1.090,5945,None,Giant,Ultra Short,Far,Medium,Sun-like,0
CoRoT-14b,7.600,1.090,1.512,0.027,1952.00,Transit,2006,4371.000,1.130,6035,None,Giant,Ultra Short,Far,Medium,Hot,0
CoRoT-16b,0.535,1.170,5.352,0.062,1086.00,Transit,2006,2740.000,1.100,5650,None,Medium,Ultra Short,Far,Medium,Sun-like,0
CoRoT-17b,2.430,1.020,3.768,0.046,1626.00,Transit,2006,3001.000,1.040,5740,None,Giant,Ultra Short,Far,Medium,Sun-like,0
CoRoT-18b,3.470,1.310,1.900,0.030,1550.00,Transit,2006,2838.000,0.950,5440,None,Giant,Ultra Short,Far,Medium,Sun-like,0
CoRoT-19b,1.110,1.290,3.897,0.052,2000.00,Transit,2006,2511.000,1.210,6090,None,Giant,Ultra Short,Far,Medium,Hot,0
CoRoT-20b,4.300,0.840,9.243,0.090,1024.00,Transit,2006,2819.000,1.140,4947,None,Giant,Ultra Short,Far,Medium,Sun-like,0
COROT-20c,17.000,1.166,1675.000,2.900,1442.00,Radial Velocity,2006,2819.000,1.140,6050,Brown dwarf (possibly),Giant,Long,Far,Medium,Hot,0
COROT-21b,2.260,1.300,2.725,0.042,1442.00,Transit,2006,4560.000,1.290,6200,None,Giant,Ultra Short,Far,Medium,Hot,0
COROT-22b,0.038,0.435,9.756,0.092,885.00,Transit,2006,1930.000,1.100,5939,None,Small,Ultra Short,Far,Small,Sun-like,0
CoRoT-23b,2.800,1.050,3.631,0.048,1660.00,Transit,2006,1957.000,1.140,5900,None,Giant,Ultra Short,Far,Medium,Sun-like,0
COROT-24b,0.018,0.330,5.113,0.056,1070.00,Transit,2006,2000.000,0.910,4950,None,Small,Ultra Short,Far,Small,Sun-like,0
COROT-24c,0.088,0.440,11.759,0.098,850.00,Transit,2006,2000.000,0.910,4950,None,Small,Short,Far,Small,Sun-like,0
COROT-25b,0.270,1.080,4.861,0.058,1442.00,Transit,2006,3300.000,1.090,6040,None,Medium,Ultra Short,Far,Medium,Hot,0
COROT-26b,0.520,1.260,4.205,0.053,1442.00,Transit,2006,5400.000,1.090,5590,None,Medium,Ultra Short,Far,Medium,Sun-like,0
COROT-27b,10.390,1.007,3.575,0.048,1500.00,Transit,2006,3400.000,1.050,5900,Planet lost,Giant,Ultra Short,Far,Medium,Sun-like,0
COROT-28b,0.484,0.955,5.209,0.060,1442.00,Transit,2006,1800.000,1.010,5150,None,Medium,Ultra Short,Far,Medium,Sun-like,0
COROT-29b,0.850,0.900,2.851,0.039,1442.00,Transit,2006,2500.000,0.970,5260,None,Medium,Ultra Short,Far,Medium,Sun-like,0
CoRoT-30 b,2.900,1.009,9.060,0.084,1442.00,Transit,2006,3100.000,0.980,5650,None,Giant,Ultra Short,Far,Medium,Sun-like,0
CoRoT-31 b,0.840,1.460,4.629,0.059,1442.00,Transit,2006,7000.000,1.250,5700,None,Medium,Ultra Short,Far,Medium,Sun-like,0
CoRoT-32 b,0.150,0.570,6.718,0.071,938.00,Transit,2006,167.585,1.080,5970,Host star also known as CoRoT 223977153,Medium,Ultra Short,Mid-Range,Medium,Sun-like,0
COROT-33b [fr],59.200,1.100,5.819,0.058,1442.00,Transit,2006,2270.000,0.860,5225,Unusually short period brown dwarf,Giant,Ultra Short,Far,Medium,Sun-like,0
CoRoT-35b,1.100,1.680,3.227,0.043,1747.00,Transit,2006,3700.000,1.010,6390,None,Giant,Ultra Short,Far,Large,Hot,0
CoRoT-36b,0.680,1.410,5.617,0.066,1567.00,Transit,2006,3110.000,1.320,6730,None,Medium,Ultra Short,Far,Medium,Hot,0
CoRoT-8b,0.220,0.570,6.212,0.063,870.00,Transit,2006,1239.000,0.880,5080,None,Medium,Ultra Short,Far,Medium,Sun-like,0
DE Canum Venaticorum b,12.000,1.166,4098.100,5.750,1442.00,Timing,2006,99.640,0.510,5601,None,Giant,Long,Nearby,Medium,Sun-like,0
DENIS-P J082303.1-491201 b,28.500,1.166,246.360,0.360,1442.00,Astrometry,2006,67.700,0.070,2150,None,Giant,Long,Nearby,Medium,Cool,0
DS Tucanae Ab,1.981,0.509,8.138,1442.000,850.00,Transit,2006,143.890,1.010,5428,None,Giant,Ultra Short,Mid-Range,Medium,Sun-like,0
EPIC 201085153 b,1.981,0.214,0.257,1442.000,1442.00,Transit,2006,167.585,1.080,3945,Extremely tight orbit,Giant,Ultra Short,Mid-Range,Small,Cool,0
EPIC 201085153 c,1.981,0.125,2.260,1442.000,1442.00,Transit,2006,167.585,1.080,3945,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
EPIC 201170410 b,1.981,0.093,6.799,0.035,1442.00,Transit,2006,437.000,0.287,3648,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
EPIC 201427007 b,1.981,0.134,0.721,1442.000,1442.00,Transit,2006,167.585,1.080,5633,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
EPIC 201595106 b,1.981,0.116,0.877,1442.000,1442.00,Transit,2006,762.000,1.080,5820,Candidate since 2018,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 201650711 c,1.981,0.036,5.544,1442.000,1442.00,Transit,2006,298.800,1.080,4310,"Ternary star system, and planet b unconfirmed",Giant,Ultra Short,Mid-Range,Small,Sun-like,0
EPIC 201757695 b,1.981,0.081,2.048,0.030,1442.00,Transit,2006,1880.000,0.727,4520,None,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 203311200 b,1.981,0.510,540.000,1.200,1442.00,Transit,2006,1425.000,0.910,5200,"Single transit only, true period unknown",Giant,Long,Far,Medium,Sun-like,0
EPIC 205152172 b,1.981,0.107,0.980,1442.000,1442.00,Transit,2006,517.000,0.669,4202,Candidate since 2016,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 206298289 b,1.981,0.078,0.435,1442.000,1442.00,Transit,2006,492.000,1.080,3875,Candidate since 2016,Giant,Ultra Short,Mid-Range,Small,Cool,0
EPIC 206317286 c,0.017,0.186,17.515,1442.000,570.00,Transit,2006,167.585,0.832,4752,None,Small,Short,Mid-Range,Small,Sun-like,0
EPIC 210768568 b,1.981,0.088,3.214,0.051,1442.00,Transit,2006,965.000,1.018,5711,None,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 210801536 b,1.981,0.088,0.893,1442.000,1442.00,Transit,2006,167.585,1.080,5304,"Candidate since 2019, one more planet candidate in system",Giant,Ultra Short,Mid-Range,Small,Sun-like,0
EPIC 211901114 b,<5,0.900,1.649,0.021,1442.00,Transit,2006,592.000,0.460,3440,"2% false positive probability, host star also known as CK Cancri",Giant,Ultra Short,Far,Medium,Cool,0
EPIC 212624936 b,1.981,0.517,0.579,1442.000,1442.00,Transit,2006,167.585,1.080,5765,Host star TYC 5557-667-1,Giant,Ultra Short,Mid-Range,Medium,Sun-like,0
EPIC 212624936 c,1.981,0.214,11.811,1442.000,1442.00,Transit,2006,167.585,1.080,5765,Host star TYC 5557-667-1,Giant,Short,Mid-Range,Small,Sun-like,0
EPIC 220440058 b,1.981,0.125,0.627,1442.000,1442.00,Transit,2006,167.585,1.080,3682,One more planet candidate in system,Giant,Ultra Short,Mid-Range,Small,Cool,0
EPIC 220492298 b,1.981,0.085,0.762,1442.000,1442.00,Transit,2006,167.585,1.080,5620,None,Giant,Ultra Short,Mid-Range,Small,Sun-like,0
EPIC 228836835 b,1.981,0.089,0.728,1442.000,1442.00,Transit,2006,491.000,1.080,3782,None,Giant,Ultra Short,Mid-Range,Small,Cool,0
EPIC 229004835 b,0.033,0.208,16.141,0.124,804.00,Transit,2006,398.255,0.970,5868,None,Small,Short,Mid-Range,Small,Sun-like,0
EPIC 246078343 b,1.981,0.068,0.809,0.012,1442.00,Transit,2006,954.000,0.808,4116,None,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 246078343 c,1.981,0.110,5.330,0.043,1442.00,Transit,2006,954.000,0.808,4116,None,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 246193072 b,0.260,0.774,12.455,0.102,650.00,Transit,2006,760.000,0.912,5282,None,Medium,Short,Far,Medium,Sun-like,0
EPIC 246220667 b,1.981,0.172,6.669,0.055,1442.00,Transit,2006,835.000,0.814,4343,None,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 246220667 c,1.981,0.109,4.370,0.049,1442.00,Transit,2006,835.000,0.814,4343,None,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 247422570 b,1.981,0.189,5.938,0.059,1442.00,Transit,2006,2181.000,0.893,5590,None,Giant,Ultra Short,Far,Small,Sun-like,0
EPIC 249893012 b [ja],0.028,0.174,3.595,0.047,1616.00,Transit,2006,1059.030,1.050,5430,None,Small,Ultra Short,Far,Small,Sun-like,0
EPIC 249893012 c [ja],0.046,0.327,15.624,0.130,990.00,Transit,2006,1059.030,1.050,5430,None,Small,Short,Far,Small,Sun-like,0
EPIC 249893012 d [ja],0.032,0.352,35.747,0.220,752.00,Transit,2006,1059.030,1.050,5430,None,Small,Short,Far,Small,Sun-like,0
Epsilon Coronae Borealis b,6.700,1.166,417.900,1.300,1442.00,Radial Velocity,2006,229.700,1.700,4406,None,Giant,Long,Mid-Range,Medium,Sun-like,0
Epsilon Indi Ab,3.250,1.166,16510.000,11.550,64.25,Radial Velocity,2006,11.870,0.750,5601,None,Giant,Long,Nearby,Medium,Sun-like,0
Epsilon Tauri b,7.600,1.166,594.900,1.930,1442.00,Radial Velocity,2006,160.570,2.700,4901,Proper name Amateru,Giant,Long,Mid-Range,Medium,Sun-like,0
G 9-40 b,1.981,0.181,5.746,0.039,456.00,Transit,2006,91.100,0.290,3348,None,Giant,Ultra Short,Nearby,Small,Cool,0
Gaia-1b,1.680,1.229,3.053,0.040,1442.00,Transit,2006,1201.000,0.949,5470,"First confirmed exoplanet discovered by Gaia, along with Gaia-2b",Giant,Ultra Short,Far,Medium,Sun-like,0
Gaia-2b,0.817,1.322,3.692,0.047,1442.00,Transit,2006,676.000,1.000,5720,"First confirmed exoplanet discovered by Gaia, along with Gaia-1b",Medium,Ultra Short,Far,Medium,Sun-like,0
Gamma Librae b,1.020,1.166,415.200,1.240,1442.00,Radial Velocity,2006,154.700,1.470,4822,None,Giant,Long,Mid-Range,Medium,Sun-like,0
Gamma Librae c,4.580,1.166,964.600,2.170,1442.00,Radial Velocity,2006,154.700,1.470,4822,None,Giant,Long,Mid-Range,Medium,Sun-like,0
GJ 1151 c,0.033,1.166,389.700,0.571,1442.00,Radial Velocity,2006,26.211,0.164,3280,None,Small,Long,Nearby,Medium,Cool,0
GJ 3090 b,0.011,0.190,2.853,0.032,696.00,Transit,2006,73.210,0.519,3556,Host star also known as TOI-177,Small,Ultra Short,Nearby,Small,Cool,0
GJ 3090 c,0.054,1.166,12.734,0.086,421.00,Radial Velocity,2006,73.210,0.519,3556,Host star also known as TOI-177,Small,Short,Nearby,Medium,Cool,0
GJ 328 c,0.067,1.166,241.800,0.657,1442.00,Radial Velocity,2006,66.969,0.650,3897,None,Small,Long,Nearby,Medium,Cool,0
GJ 3473 b,0.006,0.113,1.198,0.016,773.00,Transit,2006,89.290,0.360,3347,Also called TOI-488 b,Small,Ultra Short,Nearby,Small,Cool,0
GJ 3473 c,0.023,1.166,15.509,0.088,329.10,Radial Velocity,2006,89.290,0.360,3347,Also called TOI-488 c,Small,Short,Nearby,Medium,Cool,0
GJ 463 b,3.600,1.166,3448.000,3.530,1442.00,Radial Velocity,2006,59.910,0.490,3540,Host star also known as Ross 690,Giant,Long,Nearby,Medium,Cool,0
GJ 725 B b,0.004,1.166,2.700,0.024,1442.00,Radial Velocity,2006,11.481,0.250,3441,"Unconfirmed, very weak signal",Small,Ultra Short,Nearby,Medium,Cool,0
Gl 414 A b,0.029,0.263,50.817,0.240,303.70,Radial Velocity,2006,38.800,0.650,4120,Planets orbiting primary star of binary system,Small,Short,Nearby,Small,Sun-like,0
Gl 414 A c,0.177,0.784,748.300,1.430,123.30,Radial Velocity,2006,38.800,0.650,4120,Planets orbiting primary star of binary system,Medium,Long,Nearby,Medium,Sun-like,0
Gliese 1002 b,0.003,1.166,10.347,0.046,230.90,Radial Velocity,2006,15.808,0.120,3024,Planet in habitable zone,Small,Short,Nearby,Medium,Cool,0
Gliese 1002 c,0.004,1.166,21.202,0.074,181.70,Radial Velocity,2006,15.808,0.120,3024,Planet in habitable zone,Small,Short,Nearby,Medium,Cool,0
Gliese 1061 b,0.004,1.166,3.204,0.021,1442.00,Radial Velocity,2006,11.980,0.120,2953,None,Small,Ultra Short,Nearby,Medium,Cool,0
Gliese 1061 c,0.005,1.166,6.689,0.035,1442.00,Radial Velocity,2006,11.980,0.120,2953,None,Small,Ultra Short,Nearby,Medium,Cool,0
Gliese 1061 d,0.005,1.166,13.031,0.054,1442.00,Radial Velocity,2006,11.980,0.120,2953,None,Small,Short,Nearby,Medium,Cool,0
Gliese 1132 b,0.005,0.103,1.629,1442.000,580.00,Transit,2006,39.300,0.180,3270,None,Small,Ultra Short,Nearby,Small,Cool,0
Gliese 1132 c,0.008,1.166,8.929,0.048,300.00,Radial Velocity,2006,41.153,0.181,3270,None,Small,Ultra Short,Nearby,Medium,Cool,0
Gliese 1148 b,0.304,1.166,41.380,0.166,1442.00,Radial Velocity,2006,35.940,0.350,3264,None,Medium,Short,Nearby,Medium,Cool,0
Gliese 1148 c,0.214,1.166,532.580,0.912,1442.00,Radial Velocity,2006,35.980,0.357,5601,Host star also known as Ross 1003,Medium,Long,Nearby,Medium,Sun-like,0
Gliese 1151b,0.033,1.166,389.700,0.571,1442.00,Radial Velocity,2006,26.230,0.154,3143,Planet with same name on 2-day orbit was suspected but refuted in 2021,Small,Long,Nearby,Medium,Cool,0
Gliese 1252 b,0.004,0.105,0.518,0.009,1410.00,Transit,2006,66.490,0.381,3458,No atmosphere,Small,Ultra Short,Nearby,Small,Cool,0
Gliese 1265 b,0.023,1.166,3.651,0.026,1442.00,Radial Velocity,2006,33.450,0.180,3236,Host star also known as LP 819-052,Small,Ultra Short,Nearby,Medium,Cool,0
Gliese 143 b,0.096,0.228,35.589,0.193,1442.00,Transit,2006,53.250,0.760,5601,None,Small,Short,Nearby,Small,Sun-like,0
Gliese 15 Ab,0.017,1.166,11.443,0.072,1442.00,Radial Velocity,2006,11.600,0.380,3567,None,Small,Short,Nearby,Medium,Cool,0
Gliese 15 Ac,0.110,1.166,7600.000,5.400,1442.00,Radial Velocity,2006,11.600,0.380,3567,None,Medium,Long,Nearby,Medium,Cool,0
Gliese 160.2 b,0.032,1.166,5.235,0.053,1442.00,Radial Velocity,2006,84.390,0.690,4347,"Alternately known as Gliese 9144, not related to Gliese 160. Disproven exoplanet",Small,Ultra Short,Nearby,Medium,Sun-like,0
Gliese 163 b,0.033,1.166,8.632,0.061,1442.00,Radial Velocity,2006,48.800,0.400,3500,None,Small,Ultra Short,Nearby,Medium,Cool,0
Gliese 163 c,0.021,1.166,25.631,0.125,1442.00,Radial Velocity,2006,48.800,0.400,3500,None,Small,Short,Nearby,Medium,Cool,0
Gliese 163 d,0.093,1.166,603.951,1.030,1442.00,Radial Velocity,2006,48.800,0.400,3500,None,Small,Long,Nearby,Medium,Cool,0
Gliese 180 b,0.026,1.166,17.380,0.103,1442.00,Radial Velocity,2006,38.950,0.430,3371,None,Small,Short,Nearby,Medium,Cool,0
Gliese 180 c,0.020,1.166,24.329,0.129,1442.00,Radial Velocity,2006,38.950,0.430,3371,None,Small,Short,Nearby,Medium,Cool,0
Gliese 180 d,7.560,1.166,106.341,0.310,1442.00,Radial Velocity,2006,39.960,0.430,3371,None,Giant,Long,Nearby,Medium,Cool,0
Gliese 2056 b,0.444,1.166,69.971,0.283,1442.00,Radial Velocity,2006,92.800,0.620,5601,habitable zone,Medium,Short,Nearby,Medium,Sun-like,0
Gliese 221 c,0.170,1.166,125.940,0.435,1442.00,Radial Velocity,2006,66.000,0.700,4324,None,Medium,Long,Nearby,Medium,Sun-like,0
Gliese 221b,0.027,1.166,3.873,0.043,1442.00,Radial Velocity,2006,66.000,0.700,4324,Disputed,Small,Ultra Short,Nearby,Medium,Sun-like,0
Gliese 229 Ab,0.100,1.166,471.000,0.970,1442.00,Radial Velocity,2006,18.770,0.580,3564,None,Medium,Long,Nearby,Medium,Cool,0
